ID,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency,first_visit,is_revisit_30days
465,morning,Friday,STYLE,JJ,MISC,JJ,1,0.0,Friday,morning,0,0,0,1,0,0,0,0,0,0,21,0,1
466,morning,Friday,MISC,JJ,STYLE,JJ,1,60.0,Friday,morning,0,0,60,2,1,0,0,0,0,0,21,0,1
467,morning,Tuesday,STYLE,JJ,MISC,JJ,1,0.0,Friday,morning,0,0,60,3,1,0,0,0,0,0,18,0,1
468,morning,Friday,MISC,JJ,STYLE,JJ,1,60.0,Tuesday,morning,0,0,120,4,2,0,0,0,0,0,17,0,1
469,morning,Thursday,STYLE,JJ,MISC,JJ,1,0.0,Friday,morning,0,0,120,5,2,0,0,0,0,0,20,0,1
470,afternoon,Friday,MISC,JJ,STYLE,JJ,1,60.0,Thursday,morning,0,0,180,6,3,0,0,0,0,0,1,0,1
471,morning,Friday,MISC,JJ,MISC,JJ,0,0.0,Friday,Unknown,0,0,180,7,3,0,0,1,0,0,14,0,1
472,morning,Friday,STYLE,JJ,MISC,JJ,1,0.0,Friday,morning,0,0,180,8,3,0,0,1,0,0,14,0,1
473,afternoon,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
474,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
475,evening,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
476,evening,Thursday,STYLE,BECKY,STYLE,SINEAD,1,30.0,Wednesday,evening,0,0,30,1,1,0,0,0,0,0,15,0,1
477,afternoon,Wednesday,STYLE,KELLY,STYLE,BECKY,1,68.45,Thursday,evening,0,1,80,2,2,0,1,0,0,0,13,0,1
478,afternoon,Thursday,STYLE,BECKY,STYLE,KELLY,1,55.0,Wednesday,afternoon,0,0,135,3,3,0,1,0,0,0,15,0,1
479,evening,Wednesday,STYLE,JJ,STYLE,BECKY,1,50.0,Thursday,afternoon,0,0,185,4,4,0,1,0,0,0,20,0,1
480,evening,Wednesday,STYLE,JJ,STYLE,BECKY,1,50.0,Thursday,afternoon,0,0,185,4,4,0,1,0,0,0,20,0,1
481,afternoon,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
482,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
483,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,46,0,0
484,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,46,0,0
485,evening,Thursday,MISC,JJ,COLOR,JOANNE,2,242.0,Saturday,morning,0,1,324,3,2,1,2,0,0,0,26,0,1
486,afternoon,Saturday,STYLE,JJ,MISC,JJ,1,0.0,Thursday,evening,0,0,324,4,2,1,2,0,0,0,9,0,1
487,afternoon,Saturday,COLOR,JOANNE,MISC,JJ,1,0.0,Thursday,evening,0,0,324,4,2,1,2,0,0,0,9,0,1
488,morning,Saturday,STYLE,JJ,COLOR,JOANNE,0,0.0,Saturday,Unknown,0,0,324,6,3,2,2,2,0,0,14,0,1
489,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,0,0.0,Saturday,Unknown,0,0,324,6,3,2,2,2,0,0,14,0,1
490,morning,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
491,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,morning,0,0,82,1,1,0,0,0,0,0,48,0,0
492,morning,Tuesday,MISC,JJ,STYLE,JJ,1,102.0,Wednesday,afternoon,0,0,184,2,2,0,0,0,0,0,34,0,0
493,afternoon,Thursday,STYLE,JJ,MISC,JJ,1,0.0,Tuesday,morning,0,0,184,3,2,0,0,0,0,0,16,0,1
494,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
495,morning,Saturday,STYLE,JJ,STYLE,JJ,1,132.4,Saturday,morning,0,1,82,1,1,0,1,0,0,0,49,0,0
496,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,102.0,Saturday,morning,0,0,184,2,2,0,1,0,0,0,7,0,1
497,morning,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
498,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
499,evening,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
500,evening,Thursday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
501,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
502,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
503,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,78,0,0
504,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
505,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
506,morning,Saturday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
507,morning,Saturday,COLOR,KELLY,COLOR,KELLY,1,45.0,Saturday,morning,0,0,45,1,0,1,0,0,0,0,28,0,1
508,evening,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
509,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
510,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
511,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,afternoon,0,0,30,1,1,0,0,0,0,0,46,0,0
512,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
513,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
514,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56,0,0
515,morning,Saturday,COLOR,JOANNE,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56,0,0
516,afternoon,Saturday,COLOR,JOANNE,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56,0,0
517,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
518,morning,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
519,morning,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
520,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,44,0,0
521,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,morning,0,0,85,2,2,0,0,0,0,0,28,0,1
522,afternoon,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
523,morning,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
524,morning,Saturday,STYLE,BECKY,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49,0,0
525,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49,0,0
526,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
527,evening,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
528,afternoon,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
529,afternoon,Friday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Wednesday,afternoon,0,0,35,1,1,0,0,0,0,0,51,0,0
530,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
531,afternoon,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
532,afternoon,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
533,evening,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
534,afternoon,Sunday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
535,evening,Wednesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
536,morning,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
537,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
538,evening,Wednesday,STYLE,TANYA,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
539,evening,Wednesday,COLOR,TANYA,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
540,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
541,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
542,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,afternoon,0,0,82,1,1,0,0,0,0,0,81,0,0
543,evening,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
544,evening,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,35,0,0
545,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,100,2,2,0,0,0,0,0,34,0,0
546,evening,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,160,3,3,0,0,0,0,0,36,0,0
547,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
548,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82.0,Saturday,morning,0,0,82,1,1,0,0,0,0,0,63,0,0
549,morning,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
550,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66,0,0
551,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66,0,0
552,evening,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
553,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
554,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,132.4,Thursday,afternoon,0,1,82,1,1,0,1,0,0,0,35,0,0
555,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102.0,Thursday,afternoon,0,0,184,2,2,0,1,0,0,0,34,0,0
556,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
557,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
558,morning,Thursday,STYLE,BECKY,COLOR,JOANNE,2,0.0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48,0,0
559,morning,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,0.0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48,0,0
560,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
561,evening,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
562,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
563,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,morning,0,0,40,1,1,0,0,0,0,0,74,0,0
564,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
565,morning,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
566,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
567,afternoon,Tuesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
568,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
569,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
570,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82.0,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,36,0,0
571,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,102.0,Friday,afternoon,0,0,184,2,2,0,0,0,0,0,15,0,1
572,afternoon,Thursday,STYLE,JJ,COLOR,JOANNE,1,130.0,Saturday,morning,0,0,314,3,2,1,0,0,0,0,5,0,1
573,morning,Friday,STYLE,JJ,STYLE,JJ,0,0.0,Thursday,Unknown,0,0,314,4,3,1,0,1,0,0,15,0,1
574,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Friday,morning,0,0,396,5,4,1,0,1,0,0,29,0,1
575,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,1,130.0,Saturday,morning,0,0,526,6,4,2,0,1,0,0,6,0,1
576,morning,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
577,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,60,1,1,0,0,0,0,0,45,0,0
578,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,80.0,Friday,morning,0,0,140,2,2,0,0,0,0,0,41,0,0
579,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
580,morning,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
581,morning,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
582,morning,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
583,afternoon,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
584,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
585,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Friday,morning,0,0,40,1,1,0,0,0,0,0,40,0,0
586,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,101.4,Wednesday,morning,0,1,100,2,2,0,1,0,0,0,28,0,1
587,morning,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
588,morning,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Thursday,morning,0,0,70,1,1,0,0,0,0,0,34,0,0
589,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,90.0,Wednesday,morning,0,0,160,2,2,0,0,0,0,0,43,0,0
590,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
591,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
592,morning,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
593,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,35.0,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,35,0,0
594,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,50.0,Tuesday,morning,0,0,85,2,2,0,0,0,0,0,35,0,0
595,evening,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
596,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
597,evening,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
598,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,evening,0,0,40,1,1,0,0,0,0,0,43,0,0
599,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,afternoon,0,0,100,2,2,0,0,0,0,0,41,0,0
600,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
601,afternoon,Thursday,COLOR,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
602,evening,Friday,STYLE,BECKY,COLOR,BECKY,0,0.0,Thursday,Unknown,1,0,0,2,1,1,0,2,2,0,1,0,1
603,evening,Friday,COLOR,BECKY,COLOR,BECKY,0,0.0,Thursday,Unknown,1,0,0,2,1,1,0,2,2,0,1,0,1
604,evening,Tuesday,STYLE,BECKY,COLOR,BECKY,2,75.0,Friday,evening,0,1,75,4,2,2,2,2,2,0,74,0,0
605,evening,Tuesday,COLOR,BECKY,COLOR,BECKY,2,75.0,Friday,evening,0,1,75,4,2,2,2,2,2,0,74,0,0
606,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
607,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
608,morning,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
609,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
610,morning,Sunday,STYLE,BECKY,STYLE,BECKY,1,30.0,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,59,0,0
611,morning,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
612,morning,Thursday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
613,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,2,115.0,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29,0,1
614,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,2,115.0,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29,0,1
615,evening,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
616,morning,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
617,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
618,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,45,0,0
619,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,80.0,Tuesday,evening,0,0,140,2,2,0,0,0,0,0,42,0,0
620,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,0,0.0,Tuesday,Unknown,0,0,140,3,3,0,0,1,0,0,2,0,1
621,evening,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
622,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30.0,Friday,evening,0,0,30,1,1,0,0,0,0,0,46,0,0
623,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,1,50.0,Tuesday,morning,0,0,80,2,2,0,0,0,0,0,39,0,0
624,morning,Saturday,STYLE,BECKY,STYLE,BECKY,0,0.0,Saturday,Unknown,0,0,80,3,3,0,0,1,0,0,14,0,1
625,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
626,morning,Thursday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
627,morning,Thursday,MISC,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
628,morning,Thursday,STYLE,BECKY,MISC,JOANNE,3,220.0,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49,0,0
629,morning,Thursday,COLOR,JOANNE,MISC,JOANNE,3,220.0,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49,0,0
630,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
631,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Tuesday,morning,0,0,40,1,1,0,0,0,0,0,29,0,1
632,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,afternoon,0,0,100,2,2,0,0,0,0,0,13,0,1
633,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,0,0.0,Tuesday,Unknown,0,0,100,3,3,0,0,1,0,1,14,0,1
634,evening,Thursday,STYLE,JJ,STYLE,JJ,0,0.0,Tuesday,Unknown,1,0,100,4,4,0,0,2,1,0,2,0,1
635,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,evening,0,0,160,5,5,0,0,2,1,0,26,0,1
636,evening,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
637,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,evening,0,0,82,1,1,0,0,0,0,1,20,0,1
638,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,0.0,Tuesday,evening,1,0,82,2,2,0,0,0,1,0,2,0,1
639,afternoon,Tuesday,MISC,JOANNE,STYLE,JJ,0,0.0,Thursday,Unknown,0,0,82,3,3,0,0,1,1,0,12,0,1
640,afternoon,Saturday,STYLE,JJ,MISC,JOANNE,1,0.0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11,0,1
641,afternoon,Saturday,COLOR,JOANNE,MISC,JOANNE,1,0.0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11,0,1
642,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,2,382.8,Saturday,afternoon,0,1,364,6,4,1,2,1,1,1,60,0,0
643,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
644,evening,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
645,evening,Thursday,STYLE,KELLY,STYLE,KELLY,1,63.45,Thursday,evening,0,1,45,1,1,0,1,0,0,0,42,0,0
646,afternoon,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
647,evening,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
648,evening,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
649,evening,Tuesday,MISC,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
650,afternoon,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
651,afternoon,Thursday,STYLE,KELLY,STYLE,BECKY,2,0.0,Tuesday,Unknown,1,0,185,3,1,1,2,1,1,0,2,0,1
652,afternoon,Thursday,COLOR,JOANNE,STYLE,BECKY,2,0.0,Tuesday,Unknown,1,0,185,3,1,1,2,1,1,0,2,0,1
653,morning,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
654,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,57,0,0
655,afternoon,Tuesday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
656,afternoon,Thursday,STYLE,SINEAD,COLOR,KELLY,0,0.0,Tuesday,Unknown,1,0,0,1,0,1,0,1,1,0,2,0,1
