ID,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency,first_visit,is_revisit_30days
1465,morning,Wednesday,STYLE,JJ,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,414,4,2,2,4,0,0,0,62,0,0
1466,morning,Wednesday,COLOR,JOANNE,COLOR,JOANNE,2,242.0,Thursday,afternoon,0,1,414,4,2,2,4,0,0,0,62,0,0
1467,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1468,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1469,morning,Saturday,COLOR,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1470,morning,Saturday,STYLE,JJ,COLOR,JJ,2,102.0,Saturday,morning,0,1,102,2,1,1,1,0,0,0,28,0,1
1471,morning,Saturday,COLOR,JOANNE,COLOR,JJ,2,102.0,Saturday,morning,0,1,102,2,1,1,1,0,0,0,28,0,1
1472,evening,Thursday,STYLE,JJ,COLOR,JOANNE,2,155.45,Saturday,morning,0,1,239,4,2,2,3,0,0,0,33,0,0
1473,evening,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,155.45,Saturday,morning,0,1,239,4,2,2,3,0,0,0,33,0,0
1474,evening,Friday,STYLE,JJ,COLOR,JOANNE,2,187.0,Thursday,evening,0,1,426,6,3,3,5,0,0,0,29,0,1
1475,evening,Friday,COLOR,JOANNE,COLOR,JOANNE,2,187.0,Thursday,evening,0,1,426,6,3,3,5,0,0,0,29,0,1
1476,afternoon,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1477,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1478,morning,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1479,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1480,afternoon,Wednesday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1481,afternoon,Wednesday,STYLE,JJ,COLOR,KELLY,1,0.0,Wednesday,Unknown,1,0,40,2,1,1,0,1,1,0,42,0,0
1482,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,afternoon,0,0,100,3,2,1,0,1,1,0,34,0,0
1483,morning,Saturday,STYLE,JJ,STYLE,JJ,1,60.0,Tuesday,afternoon,0,0,160,4,3,1,0,1,1,0,32,0,0
1484,afternoon,Sunday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1485,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,306.1,Sunday,afternoon,0,1,82,1,1,0,1,0,0,0,23,0,1
1486,afternoon,Tuesday,COLOR,JOANNE,STYLE,JJ,1,306.1,Sunday,afternoon,0,1,82,1,1,0,1,0,0,0,23,0,1
1487,morning,Friday,STYLE,JJ,COLOR,JOANNE,2,192.0,Tuesday,afternoon,0,1,274,3,2,1,3,0,0,0,24,0,1
1488,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,102.0,Friday,morning,0,0,376,4,3,1,3,0,0,0,35,0,0
1489,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,102.0,Friday,morning,0,0,376,4,3,1,3,0,0,0,35,0,0
1490,morning,Saturday,MISC,JOANNE,COLOR,JOANNE,2,259.55,Friday,afternoon,0,1,618,6,4,2,5,0,0,0,15,0,1
1491,afternoon,Sunday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1492,afternoon,Saturday,STYLE,SINEAD,STYLE,JJ,1,82.0,Sunday,afternoon,0,0,82,1,1,0,0,0,0,0,6,0,1
1493,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82.0,Sunday,afternoon,0,0,82,1,1,0,0,0,0,0,6,0,1
1494,afternoon,Tuesday,STYLE,JJ,COLOR,JOANNE,2,135.0,Saturday,morning,0,1,217,3,2,1,2,0,0,0,66,0,0
1495,afternoon,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,135.0,Saturday,morning,0,1,217,3,2,1,2,0,0,0,66,0,0
1496,afternoon,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1497,afternoon,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1498,afternoon,Saturday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1499,afternoon,Saturday,COLOR,KELLY,COLOR,KELLY,2,127.45,Saturday,afternoon,0,1,100,2,1,1,2,0,0,1,7,0,1
1500,morning,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1501,morning,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1502,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,206.5,Saturday,morning,0,1,82,1,1,0,1,0,0,0,76,0,0
1503,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1504,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,1,162.1,Friday,afternoon,0,1,100,1,0,1,1,0,0,0,42,0,0
1505,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,1,170.73,Friday,afternoon,0,1,240,2,0,2,2,0,0,0,28,0,1
1506,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,0,0.0,Friday,Unknown,0,0,240,3,0,3,2,1,0,0,7,0,1
1507,morning,Saturday,STYLE,JJ,COLOR,JOANNE,1,199.4,Friday,afternoon,0,1,380,4,0,4,3,1,0,0,1,0,1
1508,afternoon,Friday,COLOR,JOANNE,STYLE,JJ,1,102.0,Saturday,morning,0,0,482,5,1,4,3,1,0,0,6,0,1
1509,afternoon,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1510,afternoon,Wednesday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1511,afternoon,Thursday,STYLE,BECKY,COLOR,KELLY,2,160.0,Wednesday,afternoon,0,1,160,2,1,1,2,0,0,1,15,0,1
1512,afternoon,Thursday,COLOR,JJ,COLOR,KELLY,2,160.0,Wednesday,afternoon,0,1,160,2,1,1,2,0,0,1,15,0,1
1513,morning,Wednesday,STYLE,JJ,COLOR,JJ,2,0.0,Thursday,afternoon,1,0,210,4,2,2,2,0,2,0,27,0,1
1514,morning,Saturday,STYLE,JJ,STYLE,JJ,1,102.0,Wednesday,morning,0,0,312,5,3,2,2,0,2,0,31,0,0
1515,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1516,afternoon,Thursday,COLOR,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1517,afternoon,Thursday,STYLE,JJ,COLOR,JJ,2,0.0,Thursday,afternoon,1,0,0,2,1,1,0,0,2,0,21,0,1
1518,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,60,3,2,1,0,0,2,0,19,0,1
1519,afternoon,Tuesday,COLOR,JJ,STYLE,JJ,1,60.0,Thursday,afternoon,0,0,60,3,2,1,0,0,2,0,19,0,1
1520,morning,Tuesday,STYLE,JJ,COLOR,JJ,2,105.0,Tuesday,afternoon,0,1,165,5,3,2,2,0,2,0,21,0,1
1521,morning,Tuesday,COLOR,JJ,COLOR,JJ,2,105.0,Tuesday,afternoon,0,1,165,5,3,2,2,0,2,0,21,0,1
1522,afternoon,Tuesday,COLOR,JJ,COLOR,JJ,2,105.0,Tuesday,morning,0,1,270,7,4,3,4,0,2,0,14,0,1
1523,afternoon,Tuesday,STYLE,JJ,COLOR,JJ,2,105.0,Tuesday,morning,0,1,270,7,4,3,4,0,2,1,14,0,1
1524,afternoon,Tuesday,STYLE,JJ,STYLE,JJ,1,0.0,Tuesday,Unknown,1,0,315,9,5,4,4,1,3,0,14,0,1
1525,afternoon,Tuesday,COLOR,JJ,STYLE,JJ,1,0.0,Tuesday,Unknown,1,0,315,9,5,4,4,1,3,0,14,0,1
1526,afternoon,Wednesday,STYLE,JJ,COLOR,JJ,0,0.0,Tuesday,Unknown,0,0,315,11,6,5,4,3,3,0,8,0,1
1527,afternoon,Wednesday,COLOR,JJ,COLOR,JJ,0,0.0,Tuesday,Unknown,0,0,315,11,6,5,4,3,3,0,8,0,1
1528,morning,Thursday,COLOR,JJ,COLOR,JJ,2,105.0,Wednesday,afternoon,0,1,420,13,7,6,6,3,3,0,15,0,1
1529,afternoon,Friday,STYLE,JJ,COLOR,JJ,1,45.0,Thursday,morning,0,0,465,14,7,7,6,3,3,0,22,0,1
1530,afternoon,Friday,COLOR,JJ,COLOR,JJ,1,45.0,Thursday,morning,0,0,465,14,7,7,6,3,3,0,22,0,1
1531,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1532,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Thursday,afternoon,0,0,40,1,1,0,0,0,0,0,133,0,0
1533,afternoon,Sunday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1534,afternoon,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1535,afternoon,Friday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1536,evening,Tuesday,STYLE,BECKY,COLOR,JOANNE,2,180.0,Friday,afternoon,0,1,180,2,1,1,2,0,0,0,39,0,0
1537,evening,Tuesday,COLOR,JOANNE,COLOR,JOANNE,2,180.0,Friday,afternoon,0,1,180,2,1,1,2,0,0,0,39,0,0
1538,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1539,morning,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1540,morning,Wednesday,STYLE,JJ,STYLE,BECKY,1,60.0,Friday,morning,0,0,60,1,1,0,0,0,0,0,47,0,0
1541,afternoon,Thursday,STYLE,BECKY,STYLE,JJ,1,90.0,Wednesday,morning,0,0,150,2,2,0,0,0,0,0,50,0,0
1542,morning,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1543,afternoon,Sunday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1544,morning,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1545,evening,Sunday,STYLE,BECKY,STYLE,BECKY,1,60.0,Saturday,morning,0,0,60,1,1,0,0,0,0,0,57,0,0
1546,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Sunday,evening,0,0,140,2,2,0,0,0,0,0,47,0,0
1547,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1548,evening,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,35.0,Saturday,morning,0,0,35,1,1,0,0,0,0,0,26,0,1
1549,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,55.0,Thursday,evening,0,0,90,2,2,0,0,0,0,0,28,0,1
1550,morning,Saturday,STYLE,BECKY,STYLE,BECKY,1,50.0,Thursday,morning,0,0,140,3,3,0,0,0,0,0,30,0,1
1551,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1552,evening,Tuesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1553,afternoon,Tuesday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1554,evening,Tuesday,STYLE,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1555,afternoon,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1556,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1557,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1558,evening,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1559,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,evening,0,0,40,1,1,0,0,0,0,0,49,0,0
1560,evening,Wednesday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1561,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1562,afternoon,Thursday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1563,afternoon,Friday,MISC,BECKY,COLOR,KELLY,2,192.0,Thursday,afternoon,0,1,192,2,1,1,2,0,0,0,15,0,1
1564,afternoon,Wednesday,STYLE,JJ,MISC,BECKY,1,0.0,Friday,afternoon,0,0,192,3,1,1,2,0,0,0,54,0,0
1565,afternoon,Wednesday,COLOR,JOANNE,MISC,BECKY,1,0.0,Friday,afternoon,0,0,192,3,1,1,2,0,0,0,54,0,0
1566,morning,Saturday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1567,afternoon,Friday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1568,evening,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1569,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,37,0,0
1570,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,morning,0,0,120,2,2,0,0,0,0,0,19,0,1
1571,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Tuesday,morning,0,0,180,3,3,0,0,0,0,0,23,0,1
1572,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Thursday,morning,0,0,240,4,4,0,0,0,0,0,21,0,1
1573,afternoon,Thursday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1574,morning,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1575,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,71,0,0
1576,morning,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1577,evening,Friday,STYLE,JJ,STYLE,JJ,1,281.2,Friday,morning,0,1,82,1,1,0,1,0,0,0,91,0,0
1578,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,82.0,Friday,evening,0,0,164,2,2,0,1,0,0,0,6,0,1
1579,evening,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,1,1
1580,evening,Friday,STYLE,JJ,STYLE,JJ,1,0.0,Tuesday,evening,1,0,0,1,1,0,0,0,1,0,52,0,0
1581,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,60.0,Friday,evening,0,0,60,2,2,0,0,0,1,0,32,0,0
1582,afternoon,Wednesday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1583,evening,Tuesday,STYLE,KELLY,STYLE,KELLY,1,30.0,Wednesday,afternoon,0,0,30,1,1,0,0,0,0,0,48,0,0
1584,afternoon,Saturday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1585,afternoon,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1586,morning,Friday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1587,morning,Friday,STYLE,HOUSE,STYLE,BECKY,1,30.0,Friday,morning,0,0,30,1,1,0,0,0,0,0,14,0,1
1588,morning,Friday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,morning,0,0,280,2,2,0,0,0,0,1,7,0,1
1589,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,330,3,3,0,0,0,1,1,7,0,1
1590,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,380,4,4,0,0,0,2,0,7,0,1
1591,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Friday,morning,0,0,460,5,5,0,0,0,2,1,7,0,1
1592,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,510,6,6,0,0,0,3,1,7,0,1
1593,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,560,7,7,0,0,0,4,1,14,0,1
1594,morning,Friday,STYLE,HOUSE,STYLE,BECKY,1,0.0,Friday,morning,1,0,610,8,8,0,0,0,5,0,7,0,1
1595,afternoon,Friday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,morning,0,0,860,9,9,0,0,0,5,0,7,0,1
1596,morning,Friday,STYLE,BECKY,STYLE,HOUSE,1,250.0,Friday,morning,0,0,860,9,9,0,0,0,5,1,7,0,1
1597,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,960,11,11,0,0,1,6,1,7,0,1
1598,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,1010,12,12,0,0,1,7,1,7,0,1
1599,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,morning,1,0,1060,13,13,0,0,1,8,0,7,0,1
1600,morning,Thursday,STYLE,BECKY,STYLE,BECKY,0,0.0,Friday,Unknown,0,0,1060,14,14,0,0,2,8,1,6,0,1
1601,afternoon,Thursday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1602,afternoon,Thursday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1603,morning,Tuesday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1604,morning,Saturday,STYLE,BECKY,STYLE,BECKY,1,230.0,Tuesday,morning,0,0,230,1,1,0,0,0,0,1,11,0,1
1605,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0.0,Saturday,morning,1,0,280,2,2,0,0,0,1,1,10,0,1
1606,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Tuesday,afternoon,1,0,330,3,3,0,0,0,2,1,9,0,1
1607,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,1,0.0,Thursday,morning,1,0,380,4,4,0,0,0,3,0,9,0,1
1608,evening,Friday,STYLE,BECKY,STYLE,BECKY,0,0.0,Saturday,Unknown,0,0,380,5,5,0,0,1,3,1,6,0,1
1609,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,evening,1,0,430,6,6,0,0,1,4,0,8,0,1
1610,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,0,0.0,Saturday,Unknown,0,0,430,7,7,0,0,2,4,1,7,0,1
1611,morning,Saturday,STYLE,HOUSE,STYLE,BECKY,1,0.0,Saturday,afternoon,1,0,480,8,8,0,0,2,5,0,28,0,1
1612,evening,Friday,STYLE,BECKY,STYLE,HOUSE,1,230.0,Saturday,morning,0,0,710,9,9,0,0,2,5,1,13,0,1
1613,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,0.0,Friday,evening,1,0,760,10,10,0,0,2,6,1,6,0,1
1614,morning,Friday,STYLE,BECKY,STYLE,BECKY,0,0.0,Thursday,Unknown,1,0,760,11,11,0,0,3,7,0,1,0,1
1615,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,80.0,Friday,morning,0,0,840,12,12,0,0,3,7,1,7,0,1
1616,afternoon,Sunday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1617,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,60.0,Sunday,afternoon,0,0,60,1,1,0,0,0,0,0,95,0,0
1618,afternoon,Friday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1619,morning,Sunday,MISC,HOUSE,STYLE,JJ,1,40.0,Friday,afternoon,0,0,40,1,1,0,0,0,0,0,16,0,1
1620,morning,Sunday,MISC,HOUSE,STYLE,JJ,1,40.0,Friday,afternoon,0,0,40,1,1,0,0,0,0,0,16,0,1
1621,afternoon,Wednesday,STYLE,JJ,MISC,HOUSE,1,0.0,Sunday,morning,0,0,40,3,1,0,0,0,0,0,59,0,0
1622,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1623,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,40.0,Wednesday,afternoon,0,0,40,1,1,0,0,0,0,0,21,0,1
1624,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,93.2,Wednesday,morning,0,1,80,2,2,0,1,0,0,0,28,0,1
1625,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,140,3,3,0,1,0,0,0,28,0,1
1626,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60.0,Wednesday,morning,0,0,200,4,4,0,1,0,0,0,28,0,1
1627,afternoon,Saturday,STYLE,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1628,evening,Thursday,STYLE,SINEAD,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1629,morning,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,70.0,Thursday,evening,0,0,70,1,1,0,0,0,0,0,35,0,0
1630,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,90.0,Thursday,morning,0,0,160,2,2,0,0,0,0,0,56,0,0
1631,morning,Tuesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1632,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,40.0,Tuesday,morning,0,0,40,1,1,0,0,0,0,0,16,0,1
1633,morning,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1634,afternoon,Saturday,STYLE,JJ,COLOR,JOANNE,1,140.0,Saturday,morning,0,0,140,1,0,1,0,0,0,0,56,0,0
1635,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,140.0,Saturday,morning,0,0,140,1,0,1,0,0,0,0,56,0,0
1636,morning,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1637,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1638,afternoon,Wednesday,COLOR,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1639,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1640,afternoon,Saturday,COLOR,JOANNE,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1641,morning,Saturday,STYLE,JJ,COLOR,JOANNE,1,50.0,Saturday,afternoon,0,0,50,1,0,1,0,0,0,0,42,0,0
1642,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,1,50.0,Saturday,afternoon,0,0,50,1,0,1,0,0,0,0,42,0,0
1643,afternoon,Thursday,COLOR,JJ,COLOR,JOANNE,2,172.0,Saturday,morning,0,1,222,3,1,2,2,0,0,0,19,0,1
1644,afternoon,Thursday,STYLE,BECKY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1645,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,30.0,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,43,0,0
1646,morning,Sunday,STYLE,BECKY,STYLE,BECKY,1,50.0,Friday,afternoon,0,0,80,2,2,0,0,0,0,0,44,0,0
1647,afternoon,Wednesday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1648,afternoon,Wednesday,STYLE,BECKY,STYLE,JJ,1,82.0,Wednesday,afternoon,0,0,82,1,1,0,0,0,0,0,49,0,0
1649,morning,Wednesday,COLOR,JOANNE,STYLE,JJ,1,82.0,Wednesday,afternoon,0,0,82,1,1,0,0,0,0,0,49,0,0
1650,morning,Saturday,STYLE,JJ,COLOR,JOANNE,2,230.0,Wednesday,morning,0,1,312,3,2,1,2,0,0,0,24,0,1
1651,evening,Saturday,STYLE,JJ,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1652,evening,Thursday,MISC,KELLY,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
1653,afternoon,Wednesday,STYLE,TANYA,Unknown,Unknown,0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1
